Id,MeterNumber,flow,Flow Rate,Total Flow,Meter Local Time,CreatedDate
23975,19240653,0.264,0,16604.531,10/26/22 23:33,10/27/22 3:33
35872,19240551,0.529,0.282,21659.463,10/26/22 23:37,10/27/22 3:37
15722,19240556,0,1.271,12503.789,10/26/22 23:38,10/27/22 3:38
15723,19240556,0,0,12503.789,10/26/22 23:38,10/27/22 3:38
13254,19240446,0.265,3.713,9349.84,10/26/22 23:38,10/27/22 3:38
7541,19240654,0,2.423,11380.266,10/26/22 23:38,10/27/22 3:38
7542,19240654,1.321,0,11381.587,10/26/22 23:39,10/27/22 3:39
14514,19240451,0.528,0.064,14648.337,10/26/22 23:39,10/27/22 3:39
14515,19240451,0,0,14648.337,10/26/22 23:39,10/27/22 3:39
13255,19240446,1.32,0,9351.16,10/26/22 23:39,10/27/22 3:39
15724,19240556,0.265,1.601,12504.054,10/26/22 23:39,10/27/22 3:39
15725,19240556,0,1.704,12504.054,10/26/22 23:39,10/27/22 3:39
15726,19240556,0,0,12504.054,10/26/22 23:39,10/27/22 3:39
35873,19240551,0.791,0.279,21660.254,10/26/22 23:40,10/27/22 3:40
15727,19240556,0.264,1.957,12504.317,10/26/22 23:41,10/27/22 3:41
15728,19240556,0,2.038,12504.317,10/26/22 23:41,10/27/22 3:41
15729,19240556,1.321,0.143,12505.639,10/26/22 23:42,10/27/22 3:42
15730,19240556,0,0,12505.639,10/26/22 23:42,10/27/22 3:42
7543,19240654,0,2.404,11381.587,10/26/22 23:42,10/27/22 3:42
7544,19240654,1.32,0,11382.907,10/26/22 23:42,10/27/22 3:42
35874,19240551,0.529,0,21660.783,10/26/22 23:43,10/27/22 3:43
15731,19240556,0.264,1.637,12505.902,10/26/22 23:43,10/27/22 3:43
15732,19240556,1.321,0,12507.224,10/26/22 23:44,10/27/22 3:44
35875,19240551,0.264,0,21661.047,10/26/22 23:44,10/27/22 3:44
35876,19240551,0,1.99,21661.047,10/26/22 23:44,10/27/22 3:44
13762,19240657,1.321,1.392,11271.955,10/26/22 23:44,10/27/22 3:44
35877,19240551,2.113,1.918,21663.16,10/26/22 23:45,10/27/22 3:45
35878,19240551,0.266,0.037,21663.426,10/26/22 23:45,10/27/22 3:45
17972,19240443,0.793,2.696,17560.834,10/26/22 23:46,10/27/22 3:46
14944,19240544,0,1.589,9540.572,10/26/22 23:46,10/27/22 3:46
17973,19240443,0.527,0,17561.361,10/26/22 23:46,10/27/22 3:46
14945,19240544,0.528,2.083,9541.101,10/26/22 23:46,10/27/22 3:46
14946,19240544,0.528,0,9541.629,10/26/22 23:46,10/27/22 3:46
35879,19240551,0,0,21663.426,10/26/22 23:46,10/27/22 3:46
35880,19240551,0,0.037,21663.426,10/26/22 23:47,10/27/22 3:47
35881,19240551,0,0,21663.426,10/26/22 23:47,10/27/22 3:47
14516,19240451,0.265,0,14648.602,10/26/22 23:47,10/27/22 3:47
15733,19240556,0,1.962,12507.224,10/26/22 23:48,10/27/22 3:48
14517,19240451,0,1.807,14648.602,10/26/22 23:49,10/27/22 3:49
15734,19240556,1.057,0,12508.28,10/26/22 23:49,10/27/22 3:49
21982,19240663,0.264,2.656,12432.727,10/26/22 23:50,10/27/22 3:50
21983,19240663,0.265,2.639,12432.991,10/26/22 23:51,10/27/22 3:51
21984,19240663,0.528,2.57,12433.52,10/26/22 23:51,10/27/22 3:51
21985,19240663,0.264,0,12433.783,10/26/22 23:51,10/27/22 3:51
12739,19240545,5.549,0,21799.738,10/26/22 23:51,10/27/22 3:51
12193,19240449,0,0.041,16845.191,10/26/22 23:52,10/27/22 3:52
21986,19240663,0,2.677,12433.783,10/26/22 23:52,10/27/22 3:52
23976,19240653,0.264,2.387,16604.795,10/26/22 23:52,10/27/22 3:52
21987,19240663,0.528,2.688,12434.312,10/26/22 23:52,10/27/22 3:52
12194,19240449,0.264,2.04,16845.455,10/26/22 23:52,10/27/22 3:52
23977,19240653,0.793,2.39,16605.588,10/26/22 23:52,10/27/22 3:52
23978,19240653,0.527,0,16606.115,10/26/22 23:53,10/27/22 3:53
21988,19240663,0.793,0.086,12435.104,10/26/22 23:53,10/27/22 3:53
21989,19240663,0,0.085,12435.104,10/26/22 23:53,10/27/22 3:53
12195,19240449,1.322,2.751,16846.777,10/26/22 23:53,10/27/22 3:53
21990,19240663,0,0.085,12435.104,10/26/22 23:53,10/27/22 3:53
21991,19240663,0,0.087,12435.104,10/26/22 23:53,10/27/22 3:53
21992,19240663,0,0.085,12435.104,10/26/22 23:53,10/27/22 3:53
12196,19240449,0.527,0,16847.305,10/26/22 23:54,10/27/22 3:54
21993,19240663,0,0,12435.104,10/26/22 23:54,10/27/22 3:54
12197,19240449,0,0.52,16847.305,10/26/22 23:56,10/27/22 3:56
12198,19240449,0,0,16847.305,10/26/22 23:56,10/27/22 3:56
19731,19240548,0.264,1.899,24637.209,10/26/22 23:57,10/27/22 3:57
15808,19240550,0,0.52,12050.998,10/26/22 23:57,10/27/22 3:57
15809,19240550,0,0.548,12050.998,10/26/22 23:58,10/27/22 3:58
19732,19240548,0.264,3.211,24637.473,10/26/22 23:58,10/27/22 3:58
15810,19240550,0,0.554,12050.998,10/26/22 23:58,10/27/22 3:58
19733,19240548,0.529,1.843,24638.002,10/26/22 23:58,10/27/22 3:58
13256,19240446,0.793,1.509,9351.953,10/26/22 23:58,10/27/22 3:58
19734,19240548,0.264,1.855,24638.266,10/26/22 23:58,10/27/22 3:58
15811,19240550,0.265,0.564,12051.263,10/26/22 23:58,10/27/22 3:58
15812,19240550,0.264,0.566,12051.526,10/26/22 23:58,10/27/22 3:58
19735,19240548,0.793,1.867,24639.059,10/26/22 23:58,10/27/22 3:58
13257,19240446,0.264,0,9352.217,10/26/22 23:58,10/27/22 3:58
15813,19240550,0,0.575,12051.526,10/26/22 23:58,10/27/22 3:58
15814,19240550,0,0,12051.526,10/26/22 23:59,10/27/22 3:59
18005,19240443,0.266,2.688,17583.289,10/27/22 0:02,10/27/22 16:02
12232,19240449,0,2.187,16867.91,10/27/22 0:02,10/27/22 16:02
14789,19240546,0,1.983,13718.188,10/27/22 0:02,10/27/22 16:02
7545,19240654,0,1.096,11382.907,10/27/22 0:02,10/27/22 4:02
18006,19240443,0.527,2.733,17583.816,10/27/22 0:02,10/27/22 16:02
12233,19240449,1.057,2.181,16868.967,10/27/22 0:02,10/27/22 16:02
15815,19240550,0,1.656,12051.526,10/27/22 0:02,10/27/22 4:02
18007,19240443,0.529,0,17584.346,10/27/22 0:02,10/27/22 16:02
22160,19240663,0,1.731,12459.937,10/27/22 0:02,10/27/22 16:02
7546,19240654,0.265,1.095,11383.172,10/27/22 0:02,10/27/22 4:02
15816,19240550,0.265,1.611,12051.791,10/27/22 0:02,10/27/22 4:02
22161,19240663,0.265,1.74,12460.201,10/27/22 0:02,10/27/22 16:02
21994,19240663,0,0.194,12435.104,10/27/22 0:02,10/27/22 4:02
21995,19240663,0,0.189,12435.104,10/27/22 0:02,10/27/22 4:02
15817,19240550,0.264,1.606,12052.055,10/27/22 0:03,10/27/22 4:03
22162,19240663,0.264,1.768,12460.465,10/27/22 0:03,10/27/22 16:03
15818,19240550,0.265,1.595,12052.319,10/27/22 0:03,10/27/22 4:03
21996,19240663,0,0,12435.104,10/27/22 0:03,10/27/22 4:03
10569,19240656,0,1.503,14427.489,10/27/22 0:03,10/27/22 4:03
18008,19240443,1.32,2.684,17585.666,10/27/22 0:03,10/27/22 16:03
15819,19240550,0,1.572,12052.319,10/27/22 0:03,10/27/22 4:03
12234,19240449,1.586,0,16870.553,10/27/22 0:03,10/27/22 16:03
22163,19240663,0.265,0,12460.729,10/27/22 0:03,10/27/22 16:03
15820,19240550,0.264,0,12052.583,10/27/22 0:03,10/27/22 4:03
14518,19240451,1.585,0,14650.187,10/27/22 0:03,10/27/22 4:03
10570,19240656,0.528,0,14428.018,10/27/22 0:03,10/27/22 4:03
18767,19240543,0,0.378,19929.928,10/27/22 0:04,10/27/22 16:04
22164,19240663,0.264,0,12460.993,10/27/22 0:05,10/27/22 16:05
22165,19240663,0,2.101,12460.993,10/27/22 0:05,10/27/22 16:05
22166,19240663,0.265,2.508,12461.258,10/27/22 0:05,10/27/22 16:05
18768,19240543,0.264,0.39,19930.191,10/27/22 0:05,10/27/22 16:05
22167,19240663,0.528,2.498,12461.786,10/27/22 0:05,10/27/22 16:05
18769,19240543,0,0.393,19930.191,10/27/22 0:05,10/27/22 16:05
18770,19240543,0.266,0.39,19930.457,10/27/22 0:05,10/27/22 16:05
22168,19240663,0.528,2.005,12462.314,10/27/22 0:05,10/27/22 16:05
35882,19240551,0,1.887,21663.426,10/27/22 0:06,10/27/22 4:06
18771,19240543,0,0.395,19930.457,10/27/22 0:06,10/27/22 16:06
15735,19240556,0,0.042,12508.28,10/27/22 0:06,10/27/22 4:06
18772,19240543,0,0.393,19930.457,10/27/22 0:06,10/27/22 16:06
22169,19240663,0.264,0,12462.578,10/27/22 0:06,10/27/22 16:06
35883,19240551,0,0,21663.426,10/27/22 0:06,10/27/22 4:06
18773,19240543,0.264,0.393,19930.721,10/27/22 0:06,10/27/22 16:06
18774,19240543,0,0.392,19930.721,10/27/22 0:07,10/27/22 16:07
15736,19240556,0,0,12508.28,10/27/22 0:07,10/27/22 4:07
12864,19240447,1.058,1.167,12536.547,10/27/22 0:07,10/27/22 16:07
18775,19240543,0.264,0.387,19930.984,10/27/22 0:07,10/27/22 16:07
22170,19240663,0.265,2.793,12462.843,10/27/22 0:07,10/27/22 16:07
18776,19240543,0,0.388,19930.984,10/27/22 0:07,10/27/22 16:07
22171,19240663,0.528,2.832,12463.371,10/27/22 0:07,10/27/22 16:07
22172,19240663,0.264,2.807,12463.635,10/27/22 0:07,10/27/22 16:07
18777,19240543,0.266,0.387,19931.25,10/27/22 0:08,10/27/22 16:08
22173,19240663,0.528,0.177,12464.163,10/27/22 0:08,10/27/22 16:08
13318,19240446,0,0.043,9375.729,10/27/22 0:08,10/27/22 16:08
14711,19240547,0,0.157,9161.221,10/27/22 0:08,10/27/22 16:08
14712,19240547,0.265,0,9161.485,10/27/22 0:08,10/27/22 16:08
12865,19240447,1.057,1.167,12537.604,10/27/22 0:08,10/27/22 16:08
13319,19240446,0,0,9375.729,10/27/22 0:08,10/27/22 16:08
22174,19240663,0,0,12464.163,10/27/22 0:08,10/27/22 16:08
18778,19240543,0.264,0.389,19931.514,10/27/22 0:08,10/27/22 16:08
14519,19240451,0,0.312,14650.187,10/27/22 0:09,10/27/22 4:09
2369,20238153,1.678,0,1970.391,10/27/22 0:09,10/27/22 4:09
14520,19240451,0,0.317,14650.187,10/27/22 0:09,10/27/22 4:09
12866,19240447,0.528,0,12538.132,10/27/22 0:09,10/27/22 16:09
10602,19240656,2.113,0,14453.114,10/27/22 0:09,10/27/22 16:09
36014,19240551,0,0.555,21704.107,10/27/22 0:10,10/27/22 16:10
36015,19240551,0.264,1.834,21704.371,10/27/22 0:10,10/27/22 16:10
21935,19240659,0,0.055,18446.074,10/27/22 0:10,10/27/22 16:10
36016,19240551,0,0,21704.371,10/27/22 0:10,10/27/22 16:10
12199,19240449,0,1.912,16847.305,10/27/22 0:11,10/27/22 4:11
10571,19240656,1.85,0,14429.867,10/27/22 0:11,10/27/22 4:11
18705,19240543,0.266,2.954,19887.133,10/27/22 0:11,10/27/22 4:11
18706,19240543,0.264,2.733,19887.396,10/27/22 0:11,10/27/22 4:11
13783,19240657,14.265,1.385,11302.07,10/27/22 0:12,10/27/22 16:12
18707,19240543,1.32,0,19888.717,10/27/22 0:12,10/27/22 4:12
13784,19240657,0.793,0,11302.863,10/27/22 0:13,10/27/22 16:13
15906,19240550,0.265,1.44,12087.982,10/27/22 0:15,10/27/22 16:15
7588,19240654,1.32,0,11427.288,10/27/22 0:15,10/27/22 16:15
14790,19240546,1.057,0,13719.244,10/27/22 0:15,10/27/22 16:15
15907,19240550,0.264,0.441,12088.246,10/27/22 0:15,10/27/22 16:15
13258,19240446,0.265,0,9352.481,10/27/22 0:15,10/27/22 4:15
8806,19240658,41.739,0.605,11025.219,10/27/22 0:16,10/27/22 16:16
7547,19240654,2.377,0,11385.549,10/27/22 0:16,10/27/22 4:16
15908,19240550,0.265,0.44,12088.511,10/27/22 0:16,10/27/22 16:16
15909,19240550,0,0.447,12088.511,10/27/22 0:16,10/27/22 16:16
13090,19240549,0,0.188,16015.691,10/27/22 0:16,10/27/22 4:16
15737,19240556,0,0.129,12508.28,10/27/22 0:16,10/27/22 4:16
8495,19240586,1.057,1.743,16419.875,10/27/22 0:16,10/27/22 4:16
19782,19240548,0.266,1.156,24687.402,10/27/22 0:16,10/27/22 16:16
13091,19240549,0,0,16015.691,10/27/22 0:17,10/27/22 4:17
19783,19240548,0,1.113,24687.402,10/27/22 0:17,10/27/22 16:17
19784,19240548,0.264,1.124,24687.666,10/27/22 0:17,10/27/22 16:17
19785,19240548,0.264,0,24687.93,10/27/22 0:17,10/27/22 16:17
15910,19240550,0.264,0.437,12088.774,10/27/22 0:17,10/27/22 16:17
8496,19240586,0.527,0,16420.402,10/27/22 0:17,10/27/22 4:17
21893,19240660,0.266,2.207,31934.697,10/27/22 0:17,10/27/22 4:17
7548,19240654,0,0.506,11385.549,10/27/22 0:17,10/27/22 4:17
15911,19240550,0,0.435,12088.774,10/27/22 0:17,10/27/22 16:17
15738,19240556,0.264,0,12508.544,10/27/22 0:17,10/27/22 4:17
15912,19240550,0.265,0.433,12089.039,10/27/22 0:17,10/27/22 16:17
35884,19240551,1.584,0.977,21665.01,10/27/22 0:18,10/27/22 4:18
8497,19240586,0,2.642,16420.402,10/27/22 0:18,10/27/22 4:18
15913,19240550,0,0.433,12089.039,10/27/22 0:18,10/27/22 16:18
35885,19240551,0.264,0,21665.273,10/27/22 0:18,10/27/22 4:18
14713,19240547,0,2.662,9161.485,10/27/22 0:18,10/27/22 16:18
21997,19240663,0,0.04,12435.104,10/27/22 0:18,10/27/22 4:18
21894,19240660,1.584,0,31936.281,10/27/22 0:18,10/27/22 4:18
14714,19240547,0.264,2.661,9161.749,10/27/22 0:18,10/27/22 16:18
21998,19240663,0,0,12435.104,10/27/22 0:18,10/27/22 4:18
15863,19240556,0,0.129,12553.453,10/27/22 0:18,10/27/22 16:18
15914,19240550,0.265,0.436,12089.304,10/27/22 0:18,10/27/22 16:18
16393,19240445,0.264,1.897,13235.81,10/27/22 0:18,10/27/22 4:18
14715,19240547,0.793,2.455,9162.542,10/27/22 0:18,10/27/22 16:18
14716,19240547,0,0,9162.542,10/27/22 0:18,10/27/22 16:18
16394,19240445,0.265,2.471,13236.074,10/27/22 0:19,10/27/22 4:19
8498,19240586,2.906,1.774,16423.309,10/27/22 0:19,10/27/22 4:19
16486,19240445,0,0.048,13279.662,10/27/22 0:19,10/27/22 16:19
14548,19240451,0.265,1.807,14668.15,10/27/22 0:19,10/27/22 16:19
8531,19240586,1.584,0,16472.973,10/27/22 0:19,10/27/22 16:19
8499,19240586,0,0,16423.309,10/27/22 0:19,10/27/22 4:19
15864,19240556,0,0,12553.453,10/27/22 0:19,10/27/22 16:19
15915,19240550,0.264,0.432,12089.567,10/27/22 0:19,10/27/22 16:19
8500,19240586,0.264,1.123,16423.572,10/27/22 0:19,10/27/22 4:19
14549,19240451,0.528,1.857,14668.679,10/27/22 0:19,10/27/22 16:19
16487,19240445,0,0,13279.662,10/27/22 0:19,10/27/22 16:19
15916,19240550,0,0.429,12089.567,10/27/22 0:19,10/27/22 16:19
16395,19240445,1.32,0,13237.395,10/27/22 0:19,10/27/22 4:19
13092,19240549,0.265,0,16015.956,10/27/22 0:20,10/27/22 4:20
15865,19240556,0.528,1.619,12553.981,10/27/22 0:20,10/27/22 16:20
19786,19240548,0,1.952,24687.93,10/27/22 0:20,10/27/22 16:20
22175,19240663,0,1.524,12464.163,10/27/22 0:20,10/27/22 16:20
24031,19240653,0.264,0.359,16620.117,10/27/22 0:20,10/27/22 16:20
24032,19240653,0,0.356,16620.117,10/27/22 0:20,10/27/22 16:20
22176,19240663,0.265,1.598,12464.428,10/27/22 0:20,10/27/22 16:20
24033,19240653,0,0.359,16620.117,10/27/22 0:20,10/27/22 16:20
15866,19240556,0.793,1.457,12554.774,10/27/22 0:20,10/27/22 16:20
15867,19240556,0,0,12554.774,10/27/22 0:20,10/27/22 16:20
22177,19240663,0.528,0.929,12464.956,10/27/22 0:20,10/27/22 16:20
19787,19240548,1.057,1.896,24688.986,10/27/22 0:20,10/27/22 16:20
24034,19240653,0.264,0.354,16620.381,10/27/22 0:20,10/27/22 16:20
24035,19240653,0,0.356,16620.381,10/27/22 0:21,10/27/22 16:21
22178,19240663,0,0,12464.956,10/27/22 0:21,10/27/22 16:21
24036,19240653,0,0.349,16620.381,10/27/22 0:21,10/27/22 16:21
24037,19240653,0,0.356,16620.381,10/27/22 0:21,10/27/22 16:21
17974,19240443,0.266,2.633,17561.627,10/27/22 0:21,10/27/22 4:21
19788,19240548,1.322,0,24690.309,10/27/22 0:21,10/27/22 16:21
24038,19240653,0.266,0.355,16620.646,10/27/22 0:21,10/27/22 16:21
8807,19240658,3.434,2.316,11028.652,10/27/22 0:21,10/27/22 16:21
24039,19240653,0,0.35,16620.646,10/27/22 0:21,10/27/22 16:21
17975,19240443,1.057,2.619,17562.684,10/27/22 0:21,10/27/22 4:21
13093,19240549,0,1.866,16015.956,10/27/22 0:21,10/27/22 4:21
17976,19240443,0,0,17562.684,10/27/22 0:21,10/27/22 4:21
24040,19240653,0,0.353,16620.646,10/27/22 0:22,10/27/22 16:22
13094,19240549,0.264,1.955,16016.22,10/27/22 0:22,10/27/22 4:22
24041,19240653,0,0.348,16620.646,10/27/22 0:22,10/27/22 16:22
14947,19240544,0.528,1.648,9542.157,10/27/22 0:22,10/27/22 4:22
13095,19240549,0.793,1.945,16017.013,10/27/22 0:22,10/27/22 4:22
14521,19240451,0.265,1.979,14650.451,10/27/22 0:22,10/27/22 4:22
19789,19240548,0,1.958,24690.309,10/27/22 0:22,10/27/22 16:22
13096,19240549,0.528,1.923,16017.541,10/27/22 0:22,10/27/22 4:22
14948,19240544,0.528,0,9542.686,10/27/22 0:22,10/27/22 4:22
23979,19240653,0.266,2.331,16606.381,10/27/22 0:23,10/27/22 4:23
23980,19240653,0.264,2.338,16606.645,10/27/22 0:23,10/27/22 4:23
21936,19240659,0,0,18446.074,10/27/22 0:23,10/27/22 16:23
17977,19240443,0,0.5,17562.684,10/27/22 0:23,10/27/22 4:23
23981,19240653,0.527,2.279,16607.172,10/27/22 0:23,10/27/22 4:23
7549,19240654,3.698,0.767,11389.247,10/27/22 0:23,10/27/22 4:23
23982,19240653,0.266,0,16607.438,10/27/22 0:23,10/27/22 4:23
14522,19240451,2.113,1.503,14652.564,10/27/22 0:24,10/27/22 4:24
14949,19240544,0,0.046,9542.686,10/27/22 0:25,10/27/22 4:25
14950,19240544,0,0,9542.686,10/27/22 0:25,10/27/22 4:25
14523,19240451,1.32,0,14653.885,10/27/22 0:25,10/27/22 4:25
24042,19240653,1.057,0.34,16621.703,10/27/22 0:25,10/27/22 16:25
21895,19240660,0.264,2.327,31936.545,10/27/22 0:26,10/27/22 4:26
21896,19240660,1.057,2.323,31937.602,10/27/22 0:26,10/27/22 4:26
21897,19240660,0.266,2.313,31937.867,10/27/22 0:26,10/27/22 4:26
14524,19240451,0,0.309,14653.885,10/27/22 0:27,10/27/22 4:27
21898,19240660,0,0,31937.867,10/27/22 0:27,10/27/22 4:27
15917,19240550,2.906,0,12092.474,10/27/22 0:27,10/27/22 16:27
14525,19240451,0.265,0.306,14654.149,10/27/22 0:28,10/27/22 4:28
2370,20238153,1.522,0,1971.913,10/27/22 0:28,10/27/22 4:28
19790,19240548,15.85,2.107,24706.158,10/27/22 0:28,10/27/22 16:28
18708,19240543,0.793,0,19889.51,10/27/22 0:28,10/27/22 4:28
21999,19240663,0.264,2.047,12435.368,10/27/22 0:29,10/27/22 4:29
22000,19240663,0.265,2.046,12435.633,10/27/22 0:29,10/27/22 4:29
18709,19240543,0.529,2.729,19890.039,10/27/22 0:29,10/27/22 4:29
22001,19240663,0.264,2.776,12435.896,10/27/22 0:29,10/27/22 4:29
7589,19240654,1.585,0,11428.873,10/27/22 0:29,10/27/22 16:29
18710,19240543,0.527,2.728,19890.566,10/27/22 0:29,10/27/22 4:29
18711,19240543,0.529,0,19891.096,10/27/22 0:30,10/27/22 4:30
8532,19240586,2.643,0,16475.615,10/27/22 0:30,10/27/22 16:30
22002,19240663,1.321,0.811,12437.218,10/27/22 0:30,10/27/22 4:30
22003,19240663,0.264,0.81,12437.481,10/27/22 0:30,10/27/22 4:30
15821,19240550,0.265,1.641,12052.848,10/27/22 0:31,10/27/22 4:31
12867,19240447,0,0.516,12538.132,10/27/22 0:31,10/27/22 16:31
12868,19240447,0,0,12538.132,10/27/22 0:31,10/27/22 16:31
17978,19240443,8.453,0,17571.137,10/27/22 0:31,10/27/22 4:31
22004,19240663,0.265,0,12437.746,10/27/22 0:31,10/27/22 4:31
22005,19240663,0,1.025,12437.746,10/27/22 0:31,10/27/22 4:31
22006,19240663,0,0,12437.746,10/27/22 0:31,10/27/22 4:31
15822,19240550,1.057,0,12053.904,10/27/22 0:31,10/27/22 4:31
12869,19240447,0,1.984,12538.132,10/27/22 0:32,10/27/22 16:32
19736,19240548,0.527,0,24639.586,10/27/22 0:32,10/27/22 4:32
22007,19240663,0,0.062,12437.746,10/27/22 0:32,10/27/22 4:32
14951,19240544,0,0.045,9542.686,10/27/22 0:32,10/27/22 4:32
14952,19240544,0,0.043,9542.686,10/27/22 0:32,10/27/22 4:32
22008,19240663,0,0,12437.746,10/27/22 0:32,10/27/22 4:32
12870,19240447,1.057,0,12539.188,10/27/22 0:32,10/27/22 16:32
14953,19240544,0,0,9542.686,10/27/22 0:32,10/27/22 4:32
15918,19240550,0.792,1.903,12093.266,10/27/22 0:34,10/27/22 16:34
15919,19240550,0.528,0,12093.794,10/27/22 0:35,10/27/22 16:35
14954,19240544,0,0.045,9542.686,10/27/22 0:35,10/27/22 4:35
14955,19240544,0,0.045,9542.686,10/27/22 0:35,10/27/22 4:35
21937,19240659,0,2.906,18446.074,10/27/22 0:35,10/27/22 16:35
14956,19240544,0,0,9542.686,10/27/22 0:35,10/27/22 4:35
10603,19240656,0,0.092,14453.114,10/27/22 0:35,10/27/22 16:35
10604,19240656,0.265,0,14453.379,10/27/22 0:36,10/27/22 16:36
21938,19240659,1.32,0,18447.395,10/27/22 0:36,10/27/22 16:36
12871,19240447,0.528,0,12539.717,10/27/22 0:36,10/27/22 16:36
27155,19240542,0,2.409,17272.094,10/27/22 0:37,10/27/22 4:37
14957,19240544,0,0.04,9542.686,10/27/22 0:37,10/27/22 4:37
27156,19240542,1.057,2.322,17273.15,10/27/22 0:37,10/27/22 4:37
14958,19240544,0,0.046,9542.686,10/27/22 0:37,10/27/22 4:37
27157,19240542,0.264,0,17273.414,10/27/22 0:37,10/27/22 4:37
10605,19240656,0,0.088,14453.379,10/27/22 0:38,10/27/22 16:38
12820,19240447,0.265,2.747,12511.45,10/27/22 0:38,10/27/22 4:38
22179,19240663,0,0.215,12464.956,10/27/22 0:38,10/27/22 16:38
14959,19240544,0.264,0,9542.949,10/27/22 0:38,10/27/22 4:38
22180,19240663,0,0,12464.956,10/27/22 0:38,10/27/22 16:38
22009,19240663,0.265,0.041,12438.011,10/27/22 0:39,10/27/22 4:39
22010,19240663,0,0.043,12438.011,10/27/22 0:39,10/27/22 4:39
22011,19240663,0,0.043,12438.011,10/27/22 0:39,10/27/22 4:39
17979,19240443,1.85,0.732,17572.986,10/27/22 0:40,10/27/22 4:40
17980,19240443,0,0,17572.986,10/27/22 0:40,10/27/22 4:40
22012,19240663,0,0.049,12438.011,10/27/22 0:40,10/27/22 4:40
18779,19240543,11.887,0,19943.4,10/27/22 0:40,10/27/22 16:40
22013,19240663,0,0.052,12438.011,10/27/22 0:40,10/27/22 4:40
22014,19240663,0,0.052,12438.011,10/27/22 0:41,10/27/22 4:41
22015,19240663,0,1.489,12438.011,10/27/22 0:41,10/27/22 4:41
22016,19240663,0.264,1.476,12438.274,10/27/22 0:41,10/27/22 4:41
13320,19240446,0,0.04,9375.729,10/27/22 0:41,10/27/22 16:41
22017,19240663,0.265,1.225,12438.539,10/27/22 0:41,10/27/22 4:41
22018,19240663,0,1.233,12438.539,10/27/22 0:41,10/27/22 4:41
22019,19240663,0.264,1.236,12438.803,10/27/22 0:41,10/27/22 4:41
17981,19240443,0.791,1.703,17573.777,10/27/22 0:42,10/27/22 4:42
22020,19240663,0.265,1.229,12439.067,10/27/22 0:42,10/27/22 4:42
15016,19240544,0,1.646,9562.763,10/27/22 0:42,10/27/22 16:42
22021,19240663,0.528,1.235,12439.596,10/27/22 0:42,10/27/22 4:42
21805,19240659,0.527,0,18410.146,10/27/22 0:42,10/27/22 4:42
22022,19240663,0.264,1.248,12439.859,10/27/22 0:42,10/27/22 4:42
8808,19240658,9.774,2.541,11038.427,10/27/22 0:43,10/27/22 16:43
36017,19240551,0,2.04,21704.371,10/27/22 0:43,10/27/22 16:43
18780,19240543,0.266,0.978,19943.666,10/27/22 0:43,10/27/22 16:43
8809,19240658,1.057,2.319,11039.483,10/27/22 0:43,10/27/22 16:43
8810,19240658,0,0,11039.483,10/27/22 0:43,10/27/22 16:43
18781,19240543,0.264,0,19943.93,10/27/22 0:43,10/27/22 16:43
22023,19240663,1.057,1.241,12440.916,10/27/22 0:43,10/27/22 4:43
15017,19240544,2.905,0,9565.668,10/27/22 0:43,10/27/22 16:43
22024,19240663,0.265,1.24,12441.181,10/27/22 0:43,10/27/22 4:43
36018,19240551,1.586,0.703,21705.957,10/27/22 0:44,10/27/22 16:44
17982,19240443,0.266,0,17574.043,10/27/22 0:44,10/27/22 4:44
18782,19240543,0,1.474,19943.93,10/27/22 0:44,10/27/22 16:44
22025,19240663,0.264,1.232,12441.444,10/27/22 0:44,10/27/22 4:44
21806,19240659,0.264,2.664,18410.41,10/27/22 0:44,10/27/22 4:44
15868,19240556,0,0.049,12554.774,10/27/22 0:44,10/27/22 16:44
22026,19240663,0.265,1.237,12441.709,10/27/22 0:44,10/27/22 4:44
15869,19240556,0,0,12554.774,10/27/22 0:44,10/27/22 16:44
22027,19240663,0.528,1.248,12442.237,10/27/22 0:44,10/27/22 4:44
12821,19240447,3.963,0,12515.413,10/27/22 0:45,10/27/22 4:45
22028,19240663,0.264,1.235,12442.501,10/27/22 0:45,10/27/22 4:45
21807,19240659,0.793,0,18411.203,10/27/22 0:45,10/27/22 4:45
22029,19240663,0.265,1.252,12442.766,10/27/22 0:45,10/27/22 4:45
22030,19240663,0.264,1.233,12443.029,10/27/22 0:45,10/27/22 4:45
14717,19240547,0.264,2.428,9162.806,10/27/22 0:46,10/27/22 16:46
14718,19240547,0.265,2.368,9163.07,10/27/22 0:46,10/27/22 16:46
14719,19240547,0.528,2.357,9163.599,10/27/22 0:46,10/27/22 16:46
22031,19240663,0,0,12443.029,10/27/22 0:46,10/27/22 4:46
14720,19240547,0.264,2.35,9163.862,10/27/22 0:46,10/27/22 16:46
14721,19240547,0.528,2.342,9164.391,10/27/22 0:46,10/27/22 16:46
14722,19240547,0.793,2.298,9165.184,10/27/22 0:47,10/27/22 16:47
14723,19240547,0,0,9165.184,10/27/22 0:47,10/27/22 16:47
27219,19240542,0,0.707,17305.379,10/27/22 0:47,10/27/22 16:47
36019,19240551,2.377,0,21708.334,10/27/22 0:47,10/27/22 16:47
27220,19240542,0.529,2.265,17305.908,10/27/22 0:48,10/27/22 16:48
18783,19240543,0.264,0,19944.193,10/27/22 0:48,10/27/22 16:48
27221,19240542,0.264,1.556,17306.172,10/27/22 0:48,10/27/22 16:48
