Id,MeterNumber,flow,Flow Rate,Total Flow,Meter Local Time,CreatedDate
8264,19240658,0.528,1.718,10287.65,10/18/22 2:38,10/18/22 6:38
34616,19240551,0,0,21209.842,10/18/22 2:39,10/18/22 6:39
9890,19240656,2.113,5.143,13885.145,10/18/22 2:39,10/18/22 6:39
34617,19240551,0,0.072,21209.842,10/18/22 2:40,10/18/22 6:40
34618,19240551,0,0,21209.842,10/18/22 2:40,10/18/22 6:40
17410,19240543,0.264,1.843,19169.377,10/18/22 2:41,10/18/22 6:41
17411,19240543,0.529,0,19169.906,10/18/22 2:42,10/18/22 6:42
12196,19240549,0.792,2.261,15596.715,10/18/22 2:44,10/18/22 6:44
34619,19240551,0.264,0,21210.105,10/18/22 2:45,10/18/22 6:45
12197,19240549,1.85,0,15598.564,10/18/22 2:45,10/18/22 6:45
34620,19240551,0,1.913,21210.105,10/18/22 2:52,10/18/22 6:52
34621,19240551,0,0,21210.105,10/18/22 2:53,10/18/22 6:53
12198,19240549,0,0.054,15598.564,10/18/22 2:53,10/18/22 6:53
13012,19240657,2.113,1.387,10614.959,10/18/22 2:53,10/18/22 6:53
12199,19240549,0,0,15598.564,10/18/22 2:53,10/18/22 6:53
19508,19240663,0,0.125,11908.609,10/18/22 2:57,10/18/22 6:57
19509,19240663,0.265,0.065,11908.874,10/18/22 2:57,10/18/22 6:57
19510,19240663,0,0.068,11908.874,10/18/22 2:58,10/18/22 6:58
19511,19240663,0,0.077,11908.874,10/18/22 2:58,10/18/22 6:58
19512,19240663,0,0.133,11908.874,10/18/22 2:58,10/18/22 6:58
19513,19240663,0,0.496,11908.874,10/18/22 2:58,10/18/22 6:58
19514,19240663,0,0.428,11908.874,10/18/22 2:59,10/18/22 6:59
19515,19240663,0.264,0.427,11909.138,10/18/22 2:59,10/18/22 6:59
19516,19240663,0,0.435,11909.138,10/18/22 2:59,10/18/22 6:59
9891,19240656,1.585,0,13886.729,10/18/22 2:59,10/18/22 6:59
19517,19240663,0.265,0.554,11909.402,10/18/22 3:00,10/18/22 7:00
19518,19240663,0,0.668,11909.402,10/18/22 3:00,10/18/22 7:00
34622,19240551,0.264,0,21210.369,10/18/22 3:00,10/18/22 7:00
19519,19240663,0.264,0.657,11909.666,10/18/22 3:00,10/18/22 7:00
19520,19240663,0,0.657,11909.666,10/18/22 3:00,10/18/22 7:00
19521,19240663,0.265,0.649,11909.931,10/18/22 3:00,10/18/22 7:00
19522,19240663,0,0.652,11909.931,10/18/22 3:01,10/18/22 7:01
19523,19240663,0,0.655,11909.931,10/18/22 3:01,10/18/22 7:01
19524,19240663,0.264,0.652,11910.194,10/18/22 3:01,10/18/22 7:01
19525,19240663,0.265,0.651,11910.459,10/18/22 3:02,10/18/22 7:02
19526,19240663,0.264,0.655,11910.723,10/18/22 3:02,10/18/22 7:02
19527,19240663,0.265,0.647,11910.987,10/18/22 3:02,10/18/22 7:02
19528,19240663,0.264,0.652,11911.251,10/18/22 3:03,10/18/22 7:03
19529,19240663,0.265,0.649,11911.516,10/18/22 3:03,10/18/22 7:03
19530,19240663,0.264,0.645,11911.779,10/18/22 3:04,10/18/22 7:04
19531,19240663,0,0.645,11911.779,10/18/22 3:04,10/18/22 7:04
19532,19240663,0.265,0.652,11912.044,10/18/22 3:04,10/18/22 7:04
19533,19240663,0,0.644,11912.044,10/18/22 3:04,10/18/22 7:04
19534,19240663,0.264,0.643,11912.308,10/18/22 3:04,10/18/22 7:04
19535,19240663,0,0.645,11912.308,10/18/22 3:05,10/18/22 7:05
19536,19240663,0.265,0.65,11912.572,10/18/22 3:05,10/18/22 7:05
19537,19240663,0.264,0.649,11912.836,10/18/22 3:06,10/18/22 7:06
19538,19240663,0.265,0.649,11913.101,10/18/22 3:06,10/18/22 7:06
19539,19240663,0.264,0.644,11913.364,10/18/22 3:06,10/18/22 7:06
14500,19240550,0,0.037,11553.563,10/18/22 3:06,10/18/22 7:06
12022,19240446,0.265,4.363,8780.813,10/18/22 3:07,10/18/22 7:07
12023,19240446,1.585,0,8782.398,10/18/22 3:07,10/18/22 7:07
19540,19240663,0.793,0.643,11914.157,10/18/22 3:08,10/18/22 7:08
19541,19240663,0.528,0.642,11914.686,10/18/22 3:09,10/18/22 7:09
19542,19240663,0,0.641,11914.686,10/18/22 3:09,10/18/22 7:09
19543,19240663,0.265,0.641,11914.95,10/18/22 3:09,10/18/22 7:09
19544,19240663,0.264,0.644,11915.214,10/18/22 3:10,10/18/22 7:10
19545,19240663,0.528,0.644,11915.742,10/18/22 3:10,10/18/22 7:10
19546,19240663,0.265,0.642,11916.007,10/18/22 3:11,10/18/22 7:11
19547,19240663,0.264,0.642,11916.271,10/18/22 3:11,10/18/22 7:11
19548,19240663,0,0.639,11916.271,10/18/22 3:12,10/18/22 7:12
19549,19240663,0.265,0.647,11916.535,10/18/22 3:12,10/18/22 7:12
19550,19240663,0,0.644,11916.535,10/18/22 3:12,10/18/22 7:12
19551,19240663,0.264,0.647,11916.799,10/18/22 3:12,10/18/22 7:12
19552,19240663,0.528,0.643,11917.327,10/18/22 3:13,10/18/22 7:13
19553,19240663,0,0.646,11917.327,10/18/22 3:13,10/18/22 7:13
19554,19240663,0.265,0.645,11917.592,10/18/22 3:14,10/18/22 7:14
19555,19240663,0,0.646,11917.592,10/18/22 3:14,10/18/22 7:14
19556,19240663,0.264,0.639,11917.855,10/18/22 3:14,10/18/22 7:14
19557,19240663,0,0.646,11917.855,10/18/22 3:14,10/18/22 7:14
19558,19240663,0.265,0.639,11918.12,10/18/22 3:14,10/18/22 7:14
19559,19240663,0,0.642,11918.12,10/18/22 3:15,10/18/22 7:15
19560,19240663,0.264,0.635,11918.384,10/18/22 3:15,10/18/22 7:15
19561,19240663,0,0.644,11918.384,10/18/22 3:15,10/18/22 7:15
19562,19240663,0.265,0.64,11918.648,10/18/22 3:15,10/18/22 7:15
19563,19240663,0,0.631,11918.648,10/18/22 3:15,10/18/22 7:15
19564,19240663,0.264,0.642,11918.912,10/18/22 3:16,10/18/22 7:16
19565,19240663,0,0.646,11918.912,10/18/22 3:16,10/18/22 7:16
19566,19240663,0.265,0.642,11919.177,10/18/22 3:16,10/18/22 7:16
19567,19240663,0,0.638,11919.177,10/18/22 3:16,10/18/22 7:16
19568,19240663,0,0.637,11919.177,10/18/22 3:17,10/18/22 7:17
19569,19240663,0.264,0.636,11919.44,10/18/22 3:17,10/18/22 7:17
19570,19240663,0,0.643,11919.44,10/18/22 3:17,10/18/22 7:17
19571,19240663,0.265,0.641,11919.705,10/18/22 3:17,10/18/22 7:17
19572,19240663,0,0.638,11919.705,10/18/22 3:17,10/18/22 7:17
19573,19240663,0.264,0.636,11919.969,10/18/22 3:18,10/18/22 7:18
19574,19240663,0,0.638,11919.969,10/18/22 3:18,10/18/22 7:18
19575,19240663,0.265,0.645,11920.233,10/18/22 3:18,10/18/22 7:18
19883,19240659,0,1.684,17651.973,10/18/22 3:18,10/18/22 7:18
19884,19240659,0.264,1.524,17652.236,10/18/22 3:18,10/18/22 7:18
19576,19240663,0,0.636,11920.233,10/18/22 3:18,10/18/22 7:18
19577,19240663,0,0.641,11920.233,10/18/22 3:18,10/18/22 7:18
19885,19240659,0.793,0,17653.029,10/18/22 3:19,10/18/22 7:19
19578,19240663,0.528,0.64,11920.762,10/18/22 3:19,10/18/22 7:19
19579,19240663,0,0.641,11920.762,10/18/22 3:19,10/18/22 7:19
19580,19240663,0.264,0.636,11921.025,10/18/22 3:20,10/18/22 7:20
19581,19240663,0.265,0.641,11921.29,10/18/22 3:20,10/18/22 7:20
19582,19240663,0,0.634,11921.29,10/18/22 3:20,10/18/22 7:20
19583,19240663,0.264,0.638,11921.554,10/18/22 3:20,10/18/22 7:20
14533,19240556,0,0.044,11881.664,10/18/22 3:21,10/18/22 7:21
19584,19240663,0,0.636,11921.554,10/18/22 3:21,10/18/22 7:21
19585,19240663,0.265,0.643,11921.818,10/18/22 3:21,10/18/22 7:21
14534,19240556,0,0,11881.664,10/18/22 3:21,10/18/22 7:21
19586,19240663,0,0.637,11921.818,10/18/22 3:21,10/18/22 7:21
19587,19240663,0,0.64,11921.818,10/18/22 3:21,10/18/22 7:21
19588,19240663,0.264,0.637,11922.082,10/18/22 3:21,10/18/22 7:21
19589,19240663,0,0.634,11922.082,10/18/22 3:22,10/18/22 7:22
19590,19240663,0.265,0.635,11922.347,10/18/22 3:22,10/18/22 7:22
19591,19240663,0,0.637,11922.347,10/18/22 3:22,10/18/22 7:22
19592,19240663,0.264,0.64,11922.61,10/18/22 3:22,10/18/22 7:22
19593,19240663,0,0.632,11922.61,10/18/22 3:22,10/18/22 7:22
19594,19240663,0.265,0.639,11922.875,10/18/22 3:23,10/18/22 7:23
19595,19240663,0.264,0.643,11923.139,10/18/22 3:23,10/18/22 7:23
19596,19240663,0.265,0.638,11923.403,10/18/22 3:24,10/18/22 7:24
19597,19240663,0.264,0.644,11923.667,10/18/22 3:24,10/18/22 7:24
19598,19240663,0,0.638,11923.667,10/18/22 3:24,10/18/22 7:24
19599,19240663,0.265,0.643,11923.932,10/18/22 3:24,10/18/22 7:24
19600,19240663,0.264,0.644,11924.195,10/18/22 3:25,10/18/22 7:25
19601,19240663,0.265,0.642,11924.46,10/18/22 3:25,10/18/22 7:25
19602,19240663,0,0.633,11924.46,10/18/22 3:26,10/18/22 7:26
19603,19240663,0.264,0.637,11924.724,10/18/22 3:26,10/18/22 7:26
19604,19240663,0.265,0.635,11924.988,10/18/22 3:26,10/18/22 7:26
19605,19240663,0,0.638,11924.988,10/18/22 3:26,10/18/22 7:26
19606,19240663,0.264,0.639,11925.252,10/18/22 3:27,10/18/22 7:27
13013,19240657,2.378,0,10617.337,10/18/22 3:27,10/18/22 7:27
19607,19240663,0.265,0.645,11925.517,10/18/22 3:27,10/18/22 7:27
19608,19240663,0,0.636,11925.517,10/18/22 3:28,10/18/22 7:28
19609,19240663,0.265,0.642,11925.781,10/18/22 3:28,10/18/22 7:28
19610,19240663,0.264,0.64,11926.045,10/18/22 3:28,10/18/22 7:28
19611,19240663,0.265,0.642,11926.31,10/18/22 3:29,10/18/22 7:29
19612,19240663,0.264,0.643,11926.573,10/18/22 3:29,10/18/22 7:29
19613,19240663,0.265,0.64,11926.838,10/18/22 3:30,10/18/22 7:30
19614,19240663,0.264,0.64,11927.102,10/18/22 3:30,10/18/22 7:30
19615,19240663,0,0.642,11927.102,10/18/22 3:30,10/18/22 7:30
19616,19240663,0.528,0.747,11927.63,10/18/22 3:31,10/18/22 7:31
19617,19240663,0,0,11927.63,10/18/22 3:31,10/18/22 7:31
10857,19240447,0.265,0,11824.339,10/18/22 3:41,10/18/22 7:41
19618,19240663,0,0.523,11927.63,10/18/22 3:42,10/18/22 7:42
19619,19240663,0,0.722,11927.63,10/18/22 3:42,10/18/22 7:42
19620,19240663,0.265,0,11927.895,10/18/22 3:43,10/18/22 7:43
19621,19240663,0,0.948,11927.895,10/18/22 3:43,10/18/22 7:43
10858,19240447,0,2.828,11824.339,10/18/22 3:43,10/18/22 7:43
19622,19240663,0.264,1.088,11928.158,10/18/22 3:43,10/18/22 7:43
10859,19240447,0.528,2.811,11824.867,10/18/22 3:43,10/18/22 7:43
19623,19240663,0.265,1.072,11928.423,10/18/22 3:43,10/18/22 7:43
10860,19240447,0.264,2.769,11825.131,10/18/22 3:43,10/18/22 7:43
19624,19240663,0,1.088,11928.423,10/18/22 3:44,10/18/22 7:44
10861,19240447,0.528,2.799,11825.659,10/18/22 3:44,10/18/22 7:44
19625,19240663,0.264,1.088,11928.687,10/18/22 3:44,10/18/22 7:44
19626,19240663,0.265,1.083,11928.951,10/18/22 3:44,10/18/22 7:44
19627,19240663,0,0,11928.951,10/18/22 3:44,10/18/22 7:44
10862,19240447,0,0,11825.659,10/18/22 3:44,10/18/22 7:44
34623,19240551,0.266,0,21210.635,10/18/22 3:45,10/18/22 7:45
19886,19240659,1.322,2.539,17654.352,10/18/22 3:48,10/18/22 7:48
19887,19240659,0,1.213,17654.352,10/18/22 3:48,10/18/22 7:48
19888,19240659,0,0,17654.352,10/18/22 3:48,10/18/22 7:48
17412,19240543,1.584,0.202,19171.49,10/18/22 3:52,10/18/22 7:52
17413,19240543,0.264,0.723,19171.754,10/18/22 3:52,10/18/22 7:52
17414,19240543,0.266,0,19172.02,10/18/22 3:53,10/18/22 7:53
17415,19240543,0.264,0,19172.283,10/18/22 3:56,10/18/22 7:56
13754,19240451,0,1.169,14186.829,10/18/22 3:59,10/18/22 7:59
13755,19240451,1.585,1.7,14188.414,10/18/22 4:01,10/18/22 8:01
34624,19240551,0,0.054,21210.635,10/18/22 4:01,10/18/22 8:01
34625,19240551,0,0,21210.635,10/18/22 4:01,10/18/22 8:01
34626,19240551,0.264,0,21210.898,10/18/22 4:02,10/18/22 8:02
13756,19240451,0.264,1.831,14188.678,10/18/22 4:07,10/18/22 8:07
18413,19240548,2.113,2.949,23334.313,10/18/22 4:08,10/18/22 8:08
18414,19240548,0.264,1.883,23334.576,10/18/22 4:08,10/18/22 8:08
18415,19240548,0.793,0,23335.369,10/18/22 4:09,10/18/22 8:09
13757,19240451,1.321,1.631,14189.999,10/18/22 4:16,10/18/22 8:16
14535,19240556,0,1.646,11881.664,10/18/22 4:17,10/18/22 8:17
13758,19240451,0.528,0,14190.527,10/18/22 4:17,10/18/22 8:17
14536,19240556,1.321,1.679,11882.985,10/18/22 4:17,10/18/22 8:17
14537,19240556,0,0,11882.985,10/18/22 4:17,10/18/22 8:17
19889,19240659,0,0.068,17654.352,10/18/22 4:18,10/18/22 8:18
13759,19240451,1.321,1.423,14191.849,10/18/22 4:18,10/18/22 8:18
13760,19240451,0,0,14191.849,10/18/22 4:18,10/18/22 8:18
19890,19240659,0,0,17654.352,10/18/22 4:21,10/18/22 8:21
18416,19240548,0,1.995,23335.369,10/18/22 4:25,10/18/22 8:25
34627,19240551,0,0.076,21210.898,10/18/22 4:25,10/18/22 8:25
18417,19240548,1.32,1.984,23336.689,10/18/22 4:26,10/18/22 8:26
18418,19240548,0.266,2,23336.955,10/18/22 4:26,10/18/22 8:26
18419,19240548,1.32,1.979,23338.275,10/18/22 4:27,10/18/22 8:27
34628,19240551,0,0.088,21210.898,10/18/22 4:29,10/18/22 8:29
34629,19240551,0,0,21210.898,10/18/22 4:29,10/18/22 8:29
34630,19240551,0,0.052,21210.898,10/18/22 4:30,10/18/22 8:30
18420,19240548,10.303,1.952,23348.578,10/18/22 4:30,10/18/22 8:30
34631,19240551,0,0.111,21210.898,10/18/22 4:30,10/18/22 8:30
18421,19240548,1.057,1.943,23349.635,10/18/22 4:31,10/18/22 8:31
18422,19240548,0.527,2.763,23350.162,10/18/22 4:31,10/18/22 8:31
18423,19240548,0.529,1.641,23350.691,10/18/22 4:31,10/18/22 8:31
34632,19240551,0.264,0.079,21211.162,10/18/22 4:33,10/18/22 8:33
34633,19240551,0,0,21211.162,10/18/22 4:33,10/18/22 8:33
18424,19240548,7.133,0,23357.824,10/18/22 4:39,10/18/22 8:39
8265,19240658,1.32,2.598,10288.971,10/18/22 4:45,10/18/22 8:45
13761,19240451,0.264,2.075,14192.112,10/18/22 4:45,10/18/22 8:45
8266,19240658,0.793,0,10289.764,10/18/22 4:46,10/18/22 8:46
34634,19240551,0,0.037,21211.162,10/18/22 4:46,10/18/22 8:46
34635,19240551,0,0,21211.162,10/18/22 4:46,10/18/22 8:46
11799,19240545,1.85,1.834,21018.053,10/18/22 4:51,10/18/22 8:51
34636,19240551,0,0.081,21211.162,10/18/22 4:52,10/18/22 8:52
34637,19240551,0,0,21211.162,10/18/22 4:52,10/18/22 8:52
11800,19240545,1.32,1.815,21019.373,10/18/22 4:52,10/18/22 8:52
11801,19240545,1.85,0,21021.223,10/18/22 4:53,10/18/22 8:53
34638,19240551,0,0.038,21211.162,10/18/22 4:54,10/18/22 8:54
34639,19240551,0,0,21211.162,10/18/22 4:54,10/18/22 8:54
13762,19240451,1.585,2.104,14193.697,10/18/22 4:58,10/18/22 8:58
13763,19240451,1.057,0,14194.754,10/18/22 4:59,10/18/22 8:59
34640,19240551,0,0.041,21211.162,10/18/22 5:00,10/18/22 9:00
34641,19240551,0,0,21211.162,10/18/22 5:00,10/18/22 9:00
34642,19240551,0,0.038,21211.162,10/18/22 5:04,10/18/22 9:04
34643,19240551,0,0,21211.162,10/18/22 5:04,10/18/22 9:04
13560,19240546,0.265,1.86,13068.061,10/18/22 5:19,10/18/22 9:19
13561,19240546,0.264,1.884,13068.324,10/18/22 5:19,10/18/22 9:19
13562,19240546,0.265,1.855,13068.589,10/18/22 5:19,10/18/22 9:19
13563,19240546,0.528,1.797,13069.117,10/18/22 5:20,10/18/22 9:20
13564,19240546,0,0,13069.117,10/18/22 5:20,10/18/22 9:20
34644,19240551,0,0.038,21211.162,10/18/22 5:27,10/18/22 9:27
34645,19240551,0.264,0,21211.426,10/18/22 5:27,10/18/22 9:27
34646,19240551,0,0.048,21211.426,10/18/22 5:32,10/18/22 9:32
34647,19240551,0,0,21211.426,10/18/22 5:32,10/18/22 9:32
24855,19240542,0,1.616,16830.135,10/18/22 5:36,10/18/22 9:36
24856,19240542,1.32,0,16831.455,10/18/22 5:37,10/18/22 9:37
17416,19240543,0,1.09,19172.283,10/18/22 5:48,10/18/22 9:48
17417,19240543,0.793,1.096,19173.076,10/18/22 5:48,10/18/22 9:48
11802,19240545,0,0.454,21021.223,10/18/22 5:49,10/18/22 9:49
11803,19240545,0,0.467,21021.223,10/18/22 5:49,10/18/22 9:49
11804,19240545,0.264,0,21021.486,10/18/22 5:49,10/18/22 9:49
17418,19240543,0.791,2.806,19173.867,10/18/22 5:51,10/18/22 9:51
17419,19240543,1.586,0,19175.453,10/18/22 5:51,10/18/22 9:51
11805,19240545,0,0.257,21021.486,10/18/22 5:52,10/18/22 9:52
14538,19240556,0,0.07,11882.985,10/18/22 5:56,10/18/22 9:56
14539,19240556,0,0.07,11882.985,10/18/22 5:57,10/18/22 9:57
14540,19240556,0,0,11882.985,10/18/22 5:57,10/18/22 9:57
34648,19240551,0,0.043,21211.426,10/18/22 5:59,10/18/22 9:59
34649,19240551,0,0,21211.426,10/18/22 5:59,10/18/22 9:59
19891,19240659,1.32,0,17655.672,10/18/22 6:02,10/18/22 10:02
11806,19240545,0,0.803,21021.486,10/18/22 6:02,10/18/22 10:02
11807,19240545,0.266,1.428,21021.752,10/18/22 6:04,10/18/22 10:04
11808,19240545,0.264,0,21022.016,10/18/22 6:04,10/18/22 10:04
11809,19240545,0,1.816,21022.016,10/18/22 6:04,10/18/22 10:04
34650,19240551,0.266,0.075,21211.691,10/18/22 6:07,10/18/22 10:07
19628,19240663,0,3.103,11928.951,10/18/22 6:07,10/18/22 10:07
19629,19240663,1.057,3.424,11930.008,10/18/22 6:07,10/18/22 10:07
14541,19240556,0,0.068,11882.985,10/18/22 6:07,10/18/22 10:07
19630,19240663,0.792,0.808,11930.8,10/18/22 6:08,10/18/22 10:08
19631,19240663,0,0.658,11930.8,10/18/22 6:08,10/18/22 10:08
19632,19240663,0,0,11930.8,10/18/22 6:08,10/18/22 10:08
14542,19240556,0,0.077,11882.985,10/18/22 6:08,10/18/22 10:08
14543,19240556,0,0.077,11882.985,10/18/22 6:08,10/18/22 10:08
14544,19240556,0,0.079,11882.985,10/18/22 6:08,10/18/22 10:08
19633,19240663,0.265,1.044,11931.064,10/18/22 6:08,10/18/22 10:08
19634,19240663,0.264,1.04,11931.328,10/18/22 6:09,10/18/22 10:09
14545,19240556,0,0.058,11882.985,10/18/22 6:09,10/18/22 10:09
19635,19240663,0,0,11931.328,10/18/22 6:09,10/18/22 10:09
14546,19240556,0.264,0.056,11883.249,10/18/22 6:09,10/18/22 10:09
14547,19240556,0,0.349,11883.249,10/18/22 6:10,10/18/22 10:10
14548,19240556,0,0,11883.249,10/18/22 6:10,10/18/22 10:10
14549,19240556,0.265,0.867,11883.514,10/18/22 6:11,10/18/22 10:11
14550,19240556,0,0.87,11883.514,10/18/22 6:11,10/18/22 10:11
14551,19240556,0.264,0.866,11883.777,10/18/22 6:11,10/18/22 10:11
14552,19240556,0,0.854,11883.777,10/18/22 6:12,10/18/22 10:12
14553,19240556,0.528,0,11884.306,10/18/22 6:13,10/18/22 10:13
13647,19240547,0,0.056,8831.798,10/18/22 6:18,10/18/22 10:18
13648,19240547,0,0,8831.798,10/18/22 6:18,10/18/22 10:18
8267,19240658,0.528,0.489,10290.292,10/18/22 6:19,10/18/22 10:19
14554,19240556,0,1.576,11884.306,10/18/22 6:20,10/18/22 10:20
14555,19240556,0,1.567,11884.306,10/18/22 6:20,10/18/22 10:20
17420,19240543,0,0.048,19175.453,10/18/22 6:20,10/18/22 10:20
14556,19240556,0.265,1.559,11884.57,10/18/22 6:20,10/18/22 10:20
8268,19240658,1.32,2.971,10291.612,10/18/22 6:20,10/18/22 10:20
11810,19240545,2.113,0,21024.129,10/18/22 6:21,10/18/22 10:21
34651,19240551,0,0,21211.691,10/18/22 6:21,10/18/22 10:21
14557,19240556,0.792,1.527,11885.362,10/18/22 6:21,10/18/22 10:21
14558,19240556,0.265,0,11885.627,10/18/22 6:21,10/18/22 10:21
11811,19240545,1.85,0.412,21025.979,10/18/22 6:26,10/18/22 10:26
8269,19240658,3.171,0.481,10294.783,10/18/22 6:26,10/18/22 10:26
11812,19240545,0.791,0.41,21026.77,10/18/22 6:28,10/18/22 10:28
17421,19240543,0,0,19175.453,10/18/22 6:29,10/18/22 10:29
11813,19240545,1.057,2.165,21027.826,10/18/22 6:30,10/18/22 10:30
11814,19240545,0.529,0,21028.355,10/18/22 6:30,10/18/22 10:30
12024,19240446,0,1.521,8782.398,10/18/22 6:38,10/18/22 10:38
12025,19240446,0,1.521,8782.398,10/18/22 6:38,10/18/22 10:38
34652,19240551,0.264,1.912,21211.955,10/18/22 6:39,10/18/22 10:39
12026,19240446,1.057,0,8783.455,10/18/22 6:39,10/18/22 10:39
34653,19240551,0,0,21211.955,10/18/22 6:39,10/18/22 10:39
13572,19240544,0,1.655,9162.542,10/18/22 6:46,10/18/22 10:46
13573,19240544,1.057,0,9163.599,10/18/22 6:46,10/18/22 10:46
34654,19240551,0,1.887,21211.955,10/18/22 6:47,10/18/22 10:47
34655,19240551,0.264,0,21212.219,10/18/22 6:47,10/18/22 10:47
13574,19240544,0,0.047,9163.599,10/18/22 6:54,10/18/22 10:54
13575,19240544,0,0,9163.599,10/18/22 6:55,10/18/22 10:55
34656,19240551,0,0.041,21212.219,10/18/22 6:55,10/18/22 10:55
13576,19240544,0,0.048,9163.599,10/18/22 7:00,10/18/22 11:00
13577,19240544,0,0,9163.599,10/18/22 7:00,10/18/22 11:00
12027,19240446,0,0.049,8783.455,10/18/22 7:04,10/18/22 11:04
11815,19240545,1.057,1.359,21029.412,10/18/22 7:04,10/18/22 11:04
11816,19240545,0.793,1.438,21030.205,10/18/22 7:05,10/18/22 11:05
13578,19240544,0.792,1.95,9164.391,10/18/22 7:08,10/18/22 11:08
13579,19240544,1.585,0.326,9165.976,10/18/22 7:09,10/18/22 11:09
8270,19240658,1.32,0,10296.104,10/18/22 7:09,10/18/22 11:09
13649,19240547,0.265,2.599,8832.063,10/18/22 7:10,10/18/22 11:10
13650,19240547,1.057,0,8833.119,10/18/22 7:11,10/18/22 11:11
11817,19240545,7.133,0,21037.338,10/18/22 7:11,10/18/22 11:11
13580,19240544,0.793,0.479,9166.769,10/18/22 7:11,10/18/22 11:11
13581,19240544,0.264,0.475,9167.032,10/18/22 7:12,10/18/22 11:12
13582,19240544,0.265,0.476,9167.297,10/18/22 7:12,10/18/22 11:12
13583,19240544,0,0.481,9167.297,10/18/22 7:12,10/18/22 11:12
13584,19240544,0,0.484,9167.297,10/18/22 7:12,10/18/22 11:12
13585,19240544,0.264,0.476,9167.561,10/18/22 7:13,10/18/22 11:13
13586,19240544,0,0.481,9167.561,10/18/22 7:13,10/18/22 11:13
13587,19240544,0,0.482,9167.561,10/18/22 7:13,10/18/22 11:13
13588,19240544,0.265,0.477,9167.825,10/18/22 7:14,10/18/22 11:14
13589,19240544,0.264,0.477,9168.089,10/18/22 7:14,10/18/22 11:14
13590,19240544,0,0.48,9168.089,10/18/22 7:14,10/18/22 11:14
13591,19240544,0.265,0.477,9168.354,10/18/22 7:14,10/18/22 11:14
13592,19240544,0,0.483,9168.354,10/18/22 7:14,10/18/22 11:14
19636,19240663,0,0.112,11931.328,10/18/22 7:16,10/18/22 11:16
13651,19240547,0,0.599,8833.119,10/18/22 7:16,10/18/22 11:16
13652,19240547,0.265,0,8833.384,10/18/22 7:16,10/18/22 11:16
19637,19240663,0,0,11931.328,10/18/22 7:16,10/18/22 11:16
13653,19240547,0,2.547,8833.384,10/18/22 7:16,10/18/22 11:16
13654,19240547,1.057,0,8834.44,10/18/22 7:17,10/18/22 11:17
13655,19240547,0.264,2.605,8834.704,10/18/22 7:17,10/18/22 11:17
13593,19240544,1.057,0,9169.41,10/18/22 7:17,10/18/22 11:17
13656,19240547,0.528,2.597,8835.232,10/18/22 7:17,10/18/22 11:17
13657,19240547,0.528,0,8835.761,10/18/22 7:18,10/18/22 11:18
13594,19240544,0,0.387,9169.41,10/18/22 7:18,10/18/22 11:18
13595,19240544,0.264,0,9169.674,10/18/22 7:18,10/18/22 11:18
13596,19240544,0,1.599,9169.674,10/18/22 7:20,10/18/22 11:20
13597,19240544,0,0.528,9169.674,10/18/22 7:20,10/18/22 11:20
13598,19240544,0.265,0.534,9169.938,10/18/22 7:21,10/18/22 11:21
34657,19240551,0.264,1.846,21212.482,10/18/22 7:21,10/18/22 11:21
34658,19240551,0,0,21212.482,10/18/22 7:21,10/18/22 11:21
13599,19240544,0,0,9169.938,10/18/22 7:21,10/18/22 11:21
13565,19240546,0.265,1.799,13069.382,10/18/22 7:24,10/18/22 11:24
11818,19240545,0,0.052,21037.338,10/18/22 7:24,10/18/22 11:24
13566,19240546,0.792,1.782,13070.174,10/18/22 7:25,10/18/22 11:25
13567,19240546,0.265,1.669,13070.438,10/18/22 7:25,10/18/22 11:25
13568,19240546,0,0,13070.438,10/18/22 7:25,10/18/22 11:25
11819,19240545,0.264,1.755,21037.602,10/18/22 7:25,10/18/22 11:25
11820,19240545,0,1.729,21037.602,10/18/22 7:25,10/18/22 11:25
11821,19240545,0.264,0,21037.865,10/18/22 7:25,10/18/22 11:25
13600,19240544,0,0.273,9169.938,10/18/22 7:27,10/18/22 11:27
12028,19240446,0.264,3.679,8783.719,10/18/22 7:27,10/18/22 11:27
12029,19240446,0,3.672,8783.719,10/18/22 7:27,10/18/22 11:27
13601,19240544,0,0,9169.938,10/18/22 7:27,10/18/22 11:27
12030,19240446,1.585,0,8785.304,10/18/22 7:28,10/18/22 11:28
34659,19240551,1.057,0.055,21213.539,10/18/22 7:29,10/18/22 11:29
34660,19240551,0.266,0,21213.805,10/18/22 7:30,10/18/22 11:30
9892,19240656,0.265,3.993,13886.994,10/18/22 7:31,10/18/22 11:31
22996,19240653,0.265,1.73,16272.203,10/18/22 7:32,10/18/22 11:32
9893,19240656,1.585,0,13888.579,10/18/22 7:32,10/18/22 11:32
22997,19240653,0.528,1.374,16272.731,10/18/22 7:32,10/18/22 11:32
22998,19240653,0.528,0,16273.26,10/18/22 7:32,10/18/22 11:32
12031,19240446,0.265,2.359,8785.568,10/18/22 7:33,10/18/22 11:33
12032,19240446,0.528,1.547,8786.097,10/18/22 7:33,10/18/22 11:33
12033,19240446,0.264,1.663,8786.36,10/18/22 7:33,10/18/22 11:33
12034,19240446,0.265,0.767,8786.625,10/18/22 7:34,10/18/22 11:34
12035,19240446,0,0.693,8786.625,10/18/22 7:34,10/18/22 11:34
22999,19240653,0.264,0,16273.523,10/18/22 7:34,10/18/22 11:34
